created_at,full_text,username,case_folding,cleaning,tokenizing,normalisasi_kata,stopward,kalimat,stemming,text_preprocessed,polarity_score,polarity
Mon Sep 18 07:04:40 +0000 2023,Balai lelang JBA menyebut kasus rangka eSAF yang saat ini menyandung Honda belum mempengaruhi harga lelang motor di Indonesia. Johan Wijaya General Manager Operations JBA Indonesia mengatakan pihaknya belum menemukan masalah terhadap motor lelang yang memakai #RangkaeSAF. https://t.co/XeWe99WVge,03__nakula,balai lelang jba menyebut kasus rangka esaf yang saat ini menyandung honda belum mempengaruhi harga lelang motor di indonesia. johan wijaya general manager operations jba indonesia mengatakan pihaknya belum menemukan masalah terhadap motor lelang yang memakai #rangkaesaf. https://t.co/xewe99wvge,balai lelang jba menyebut kasus rangka esaf yang saat ini menyandung honda belum mempengaruhi harga lelang motor di indonesia  johan wijaya general manager operations jba indonesia mengatakan pihaknya belum menemukan masalah terhadap motor lelang yang memakai,"['balai', 'lelang', 'jba', 'menyebut', 'kasus', 'rangka', 'esaf', 'yang', 'saat', 'ini', 'menyandung', 'honda', 'belum', 'mempengaruhi', 'harga', 'lelang', 'motor', 'di', 'indonesia', 'johan', 'wijaya', 'general', 'manager', 'operations', 'jba', 'indonesia', 'mengatakan', 'pihaknya', 'belum', 'menemukan', 'masalah', 'terhadap', 'motor', 'lelang', 'yang', 'memakai']","['balai', 'lelang', 'jba', 'menyebut', 'kasus', 'rangka', 'esaf', 'yang', 'saat', 'ini', 'menyandung', 'honda', 'belum', 'mempengaruhi', 'harga', 'lelang', 'motor', 'di', 'indonesia', 'johan', 'wijaya', 'general', 'manager', 'operations', 'jba', 'indonesia', 'mengatakan', 'pihaknya', 'belum', 'menemukan', 'masalah', 'terhadap', 'motor', 'lelang', 'yang', 'memakai']","['balai', 'lelang', 'jba', 'menyebut', 'rangka', 'esaf', 'menyandung', 'honda', 'mempengaruhi', 'harga', 'lelang', 'motor', 'indonesia', 'johan', 'wijaya', 'general', 'manager', 'operations', 'jba', 'indonesia', 'menemukan', 'motor', 'lelang', 'memakai']",balai lelang jba menyebut rangka esaf menyandung honda mempengaruhi harga lelang motor indonesia johan wijaya general manager operations jba indonesia menemukan motor lelang memakai,balai lelang jba sebut rangka esaf sandung honda pengaruh harga lelang motor indonesia johan wijaya general manager operations jba indonesia temu motor lelang pakai,"['balai', 'lelang', 'jba', 'sebut', 'rangka', 'esaf', 'sandung', 'honda', 'pengaruh', 'harga', 'lelang', 'motor', 'indonesia', 'johan', 'wijaya', 'general', 'manager', 'operations', 'jba', 'indonesia', 'temu', 'motor', 'lelang', 'pakai']",-8,negative
Wed Sep 27 12:44:43 +0000 2023,yamaha NMAX thn 2021 padahal usia nya masih muda ya tapi kok bisa patah gitu itu rangka motor apa hubungan kita #eSAF #HONDA #rangkaeSAF https://t.co/Swy4bYMPPn,doctor__fabre,yamaha nmax thn 2021 padahal usia nya masih muda ya tapi kok bisa patah gitu itu rangka motor apa hubungan kita #esaf #honda #rangkaesaf https://t.co/swy4bymppn,yamaha nmax thn  padahal usia nya masih muda ya tapi kok bisa patah gitu itu rangka motor apa hubungan kita,"['yamaha', 'nmax', 'thn', 'padahal', 'usia', 'nya', 'masih', 'muda', 'ya', 'tapi', 'kok', 'bisa', 'patah', 'gitu', 'itu', 'rangka', 'motor', 'apa', 'hubungan', 'kita']","['yamaha', 'nmax', 'tahun', 'padahal', 'usia', 'nya', 'masih', 'muda', 'iya', 'tapi', 'kok', 'bisa', 'patah', 'gitu', 'itu', 'rangka', 'motor', 'apa', 'hubungan', 'kita']","['yamaha', 'nmax', 'usia', 'nya', 'muda', 'iya', 'patah', 'rangka', 'motor']",yamaha nmax usia nya muda iya patah rangka motor,yamaha nmax usia nya muda iya patah rangka motor,"['yamaha', 'nmax', 'usia', 'nya', 'muda', 'iya', 'patah', 'rangka', 'motor']",-6,negative
Thu Oct 12 10:27:55 +0000 2023,motor matic dari Honda bukan rangka Esaf yg ngirit apa ya?? yg tau boleh koment ya abang2 ojol motor Kelen ngirit GK? https://t.co/zxpXtvz62b,cha_malla,motor matic dari honda bukan rangka esaf yg ngirit apa ya?? yg tau boleh koment ya abang2 ojol motor kelen ngirit gk? https://t.co/zxpxtvz62b,motor matic dari honda bukan rangka esaf yg ngirit apa ya  yg tau boleh koment ya abang ojol motor kelen ngirit gk,"['motor', 'matic', 'dari', 'honda', 'bukan', 'rangka', 'esaf', 'yg', 'ngirit', 'apa', 'ya', 'yg', 'tau', 'boleh', 'koment', 'ya', 'abang', 'ojol', 'motor', 'kelen', 'ngirit', 'gk']","['motor', 'matic', 'dari', 'honda', 'bukan', 'rangka', 'esaf', 'yang', 'ngirit', 'apa', 'iya', 'yang', 'tahu', 'boleh', 'koment', 'iya', 'abang', 'ojol', 'motor', 'kelen', 'ngirit', 'gk']","['motor', 'matic', 'honda', 'rangka', 'esaf', 'ngirit', 'iya', 'koment', 'iya', 'abang', 'ojol', 'motor', 'kelen', 'ngirit', 'gk']",motor matic honda rangka esaf ngirit iya koment iya abang ojol motor kelen ngirit gk,motor matic honda rangka esaf ngirit iya koment iya abang ojol motor kelen ngirit gk,"['motor', 'matic', 'honda', 'rangka', 'esaf', 'ngirit', 'iya', 'koment', 'iya', 'abang', 'ojol', 'motor', 'kelen', 'ngirit', 'gk']",0,negative
Tue Sep 19 07:17:25 +0000 2023,Investigasi Rangka eSAF Honda Selesai AHM Lakukan Ini https://t.co/lngCELzoQ5 https://t.co/BaEpHFuZzJ,ambonbisnis,investigasi rangka esaf honda selesai ahm lakukan ini https://t.co/lngcelzoq5 https://t.co/baephfuzzj,investigasi rangka esaf honda selesai ahm lakukan ini,"['investigasi', 'rangka', 'esaf', 'honda', 'selesai', 'ahm', 'lakukan', 'ini']","['investigasi', 'rangka', 'esaf', 'honda', 'selesai', 'ahm', 'lakukan', 'ini']","['investigasi', 'rangka', 'esaf', 'honda', 'selesai', 'ahm', 'lakukan']",investigasi rangka esaf honda selesai ahm lakukan,investigasi rangka esaf honda selesai ahm laku,"['investigasi', 'rangka', 'esaf', 'honda', 'selesai', 'ahm', 'laku']",-2,negative
Tue Oct 10 08:25:59 +0000 2023,Parah Ikut-ikutan Rangka eSAF Kerangka Yamaha NMAX Ada Ditemukan Retak dan Hampir Patah? https://t.co/PkbJX2EhIb #viralvideos #viral #fyp #virall #viraltiktok #pancarpos #esaf #honda #yamaha https://t.co/ugJ6QEuguQ,Pancar_POS,parah ikut-ikutan rangka esaf kerangka yamaha nmax ada ditemukan retak dan hampir patah? https://t.co/pkbjx2ehib #viralvideos #viral #fyp #virall #viraltiktok #pancarpos #esaf #honda #yamaha https://t.co/ugj6qeuguq,parah ikut ikutan rangka esaf kerangka yamaha nmax ada ditemukan retak dan hampir patah,"['parah', 'ikut', 'ikutan', 'rangka', 'esaf', 'kerangka', 'yamaha', 'nmax', 'ada', 'ditemukan', 'retak', 'dan', 'hampir', 'patah']","['parah', 'ikut', 'ikutan', 'rangka', 'esaf', 'kerangka', 'yamaha', 'nmax', 'ada', 'ditemukan', 'retak', 'dan', 'hampir', 'patah']","['parah', 'ikutan', 'rangka', 'esaf', 'kerangka', 'yamaha', 'nmax', 'retak', 'patah']",parah ikutan rangka esaf kerangka yamaha nmax retak patah,parah ikut rangka esaf kerangka yamaha nmax retak patah,"['parah', 'ikut', 'rangka', 'esaf', 'kerangka', 'yamaha', 'nmax', 'retak', 'patah']",-16,negative
Thu Feb 29 07:04:36 +0000 2024,-A Thread- SKANDAL RANGKA eSAF Masalah malfunction eSAF Honda tenggelam. Ini update2 terakhir yg perlu diketahui: 1. KKNT bilang eSAF layak dipakai stlh kunjungan ke pabrik hanya kesalahan konsumen tdk membersihkan lubang bawah rangka sehingga tersumbat https://t.co/ojBrmwH7x4,SammiSoh,-a thread- skandal rangka esaf masalah malfunction esaf honda tenggelam. ini update2 terakhir yg perlu diketahui: 1. kknt bilang esaf layak dipakai stlh kunjungan ke pabrik hanya kesalahan konsumen tdk membersihkan lubang bawah rangka sehingga tersumbat https://t.co/ojbrmwh7x4,a thread  skandal rangka esaf masalah malfunction esaf honda tenggelam  ini update terakhir yg perlu diketahui    kknt bilang esaf layak dipakai stlh kunjungan ke pabrik hanya kesalahan konsumen tdk membersihkan lubang bawah rangka sehingga tersumbat,"['a', 'thread', 'skandal', 'rangka', 'esaf', 'masalah', 'malfunction', 'esaf', 'honda', 'tenggelam', 'ini', 'update', 'terakhir', 'yg', 'perlu', 'diketahui', 'kknt', 'bilang', 'esaf', 'layak', 'dipakai', 'stlh', 'kunjungan', 'ke', 'pabrik', 'hanya', 'kesalahan', 'konsumen', 'tdk', 'membersihkan', 'lubang', 'bawah', 'rangka', 'sehingga', 'tersumbat']","['a', 'thread', 'skandal', 'rangka', 'esaf', 'masalah', 'malfunction', 'esaf', 'honda', 'tenggelam', 'ini', 'update', 'terakhir', 'yang', 'perlu', 'diketahui', 'kknt', 'bilang', 'esaf', 'layak', 'dipakai', 'setelah', 'kunjungan', 'ke', 'pabrik', 'hanya', 'kesalahan', 'konsumen', 'tidak', 'membersihkan', 'lubang', 'bawah', 'rangka', 'sehingga', 'tersumbat']","['a', 'thread', 'skandal', 'rangka', 'esaf', 'malfunction', 'esaf', 'honda', 'tenggelam', 'update', 'kknt', 'bilang', 'esaf', 'layak', 'dipakai', 'kunjungan', 'pabrik', 'kesalahan', 'konsumen', 'membersihkan', 'lubang', 'rangka', 'tersumbat']",a thread skandal rangka esaf malfunction esaf honda tenggelam update kknt bilang esaf layak dipakai kunjungan pabrik kesalahan konsumen membersihkan lubang rangka tersumbat,a thread skandal rangka esaf malfunction esaf honda tenggelam update kknt bilang esaf layak pakai kunjung pabrik salah konsumen bersih lubang rangka sumbat,"['a', 'thread', 'skandal', 'rangka', 'esaf', 'malfunction', 'esaf', 'honda', 'tenggelam', 'update', 'kknt', 'bilang', 'esaf', 'layak', 'pakai', 'kunjung', 'pabrik', 'salah', 'konsumen', 'bersih', 'lubang', 'rangka', 'sumbat']",-12,negative
Thu Nov 02 13:43:42 +0000 2023,Terima kasih untuk Brosis yang selalu setia #BersamaHonda Dapatkan Layanan Cek Rangka #eSAF sepeda motor Honda Brosis tanpa dikenakan biaya alias GRATIS hanya di AHASS terdekat. Yuk ke AHASS terdekat cek rangka motor Honda brosis!! #AHASS #LayananCekRangka #WahanaHonda https://t.co/dmitd5aDpx,WahanaHonda,terima kasih untuk brosis yang selalu setia #bersamahonda dapatkan layanan cek rangka #esaf sepeda motor honda brosis tanpa dikenakan biaya alias gratis hanya di ahass terdekat. yuk ke ahass terdekat cek rangka motor honda brosis!! #ahass #layanancekrangka #wahanahonda https://t.co/dmitd5adpx,terima kasih untuk brosis yang selalu setia  dapatkan layanan cek rangka  sepeda motor honda brosis tanpa dikenakan biaya alias gratis hanya di ahass terdekat  yuk ke ahass terdekat cek rangka motor honda brosis,"['terima', 'kasih', 'untuk', 'brosis', 'yang', 'selalu', 'setia', 'dapatkan', 'layanan', 'cek', 'rangka', 'sepeda', 'motor', 'honda', 'brosis', 'tanpa', 'dikenakan', 'biaya', 'alias', 'gratis', 'hanya', 'di', 'ahass', 'terdekat', 'yuk', 'ke', 'ahass', 'terdekat', 'cek', 'rangka', 'motor', 'honda', 'brosis']","['terima', 'kasih', 'untuk', 'brosis', 'yang', 'selalu', 'setia', 'dapatkan', 'layanan', 'cek', 'rangka', 'sepeda', 'motor', 'honda', 'brosis', 'tanpa', 'dikenakan', 'biaya', 'alias', 'gratis', 'hanya', 'di', 'ahass', 'terdekat', 'ayo', 'ke', 'ahass', 'terdekat', 'cek', 'rangka', 'motor', 'honda', 'brosis']","['terima', 'kasih', 'brosis', 'setia', 'dapatkan', 'layanan', 'cek', 'rangka', 'sepeda', 'motor', 'honda', 'brosis', 'dikenakan', 'biaya', 'alias', 'gratis', 'ahass', 'terdekat', 'ayo', 'ahass', 'terdekat', 'cek', 'rangka', 'motor', 'honda', 'brosis']",terima kasih brosis setia dapatkan layanan cek rangka sepeda motor honda brosis dikenakan biaya alias gratis ahass terdekat ayo ahass terdekat cek rangka motor honda brosis,terima kasih bros setia dapat layan cek rangka sepeda motor honda bros kena biaya alias gratis ahass dekat ayo ahass dekat cek rangka motor honda bros,"['terima', 'kasih', 'bros', 'setia', 'dapat', 'layan', 'cek', 'rangka', 'sepeda', 'motor', 'honda', 'bros', 'kena', 'biaya', 'alias', 'gratis', 'ahass', 'dekat', 'ayo', 'ahass', 'dekat', 'cek', 'rangka', 'motor', 'honda', 'bros']",-10,negative
Fri Oct 27 05:49:24 +0000 2023,Halo @AstraHondaCare rangka motor saya mendadak Krispy dan karatan. Apakah saya dapat ganti rangka gratis yang lebih bagus kualitasnya? Saya tidak mau diganti rangka Esaf Krispy.. @honda @HondaJP @KNKT_RI https://t.co/mztBFKDsn1,RingSatoe,halo @astrahondacare rangka motor saya mendadak krispy dan karatan. apakah saya dapat ganti rangka gratis yang lebih bagus kualitasnya? saya tidak mau diganti rangka esaf krispy.. @honda @hondajp @knkt_ri https://t.co/mztbfkdsn1,halo  rangka motor saya mendadak krispy dan karatan  apakah saya dapat ganti rangka gratis yang lebih bagus kualitasnya  saya tidak mau diganti rangka esaf krispy,"['halo', 'rangka', 'motor', 'saya', 'mendadak', 'krispy', 'dan', 'karatan', 'apakah', 'saya', 'dapat', 'ganti', 'rangka', 'gratis', 'yang', 'lebih', 'bagus', 'kualitasnya', 'saya', 'tidak', 'mau', 'diganti', 'rangka', 'esaf', 'krispy']","['halo', 'rangka', 'motor', 'saya', 'mendadak', 'krispy', 'dan', 'karatan', 'apakah', 'saya', 'dapat', 'ganti', 'rangka', 'gratis', 'yang', 'lebih', 'bagus', 'kualitasnya', 'saya', 'tidak', 'mau', 'diganti', 'rangka', 'esaf', 'krispy']","['halo', 'rangka', 'motor', 'mendadak', 'krispy', 'karatan', 'ganti', 'rangka', 'gratis', 'bagus', 'kualitasnya', 'diganti', 'rangka', 'esaf', 'krispy']",halo rangka motor mendadak krispy karatan ganti rangka gratis bagus kualitasnya diganti rangka esaf krispy,halo rangka motor dadak krispy karat ganti rangka gratis bagus kualitas ganti rangka esaf krispy,"['halo', 'rangka', 'motor', 'dadak', 'krispy', 'karat', 'ganti', 'rangka', 'gratis', 'bagus', 'kualitas', 'ganti', 'rangka', 'esaf', 'krispy']",10,positive
Thu Dec 07 09:00:18 +0000 2023,Brosis udah gak perlu ragu lagi deh dengan kualitas Rangka eSAF karena sudah teruji aman dan berkualitas! Ditambah #GaransiRangka5Tahun tanpa batas kilometer atau jarak tempuh untuk Brosis yang baru membeli motor Honda mulai 25 Oktober 2023. #AHASS #RangkaeSAF #WahanaHonda https://t.co/t9BJxoHOZO,WahanaHonda,brosis udah gak perlu ragu lagi deh dengan kualitas rangka esaf karena sudah teruji aman dan berkualitas! ditambah #garansirangka5tahun tanpa batas kilometer atau jarak tempuh untuk brosis yang baru membeli motor honda mulai 25 oktober 2023. #ahass #rangkaesaf #wahanahonda https://t.co/t9bjxohozo,brosis udah gak perlu ragu lagi deh dengan kualitas rangka esaf karena sudah teruji aman dan berkualitas  ditambah  tanpa batas kilometer atau jarak tempuh untuk brosis yang baru membeli motor honda mulai  oktober,"['brosis', 'udah', 'gak', 'perlu', 'ragu', 'lagi', 'deh', 'dengan', 'kualitas', 'rangka', 'esaf', 'karena', 'sudah', 'teruji', 'aman', 'dan', 'berkualitas', 'ditambah', 'tanpa', 'batas', 'kilometer', 'atau', 'jarak', 'tempuh', 'untuk', 'brosis', 'yang', 'baru', 'membeli', 'motor', 'honda', 'mulai', 'oktober']","['brosis', 'sudah', 'gak', 'perlu', 'ragu', 'lagi', 'deh', 'dengan', 'kualitas', 'rangka', 'esaf', 'karena', 'sudah', 'teruji', 'aman', 'dan', 'berkualitas', 'ditambah', 'tanpa', 'batas', 'kilometer', 'atau', 'jarak', 'tempuh', 'untuk', 'brosis', 'yang', 'baru', 'membeli', 'motor', 'honda', 'mulai', 'oktober']","['brosis', 'gak', 'ragu', 'deh', 'kualitas', 'rangka', 'esaf', 'teruji', 'aman', 'berkualitas', 'ditambah', 'batas', 'kilometer', 'jarak', 'tempuh', 'brosis', 'membeli', 'motor', 'honda', 'oktober']",brosis gak ragu deh kualitas rangka esaf teruji aman berkualitas ditambah batas kilometer jarak tempuh brosis membeli motor honda oktober,bros gak ragu deh kualitas rangka esaf uji aman kualitas tambah batas kilometer jarak tempuh bros beli motor honda oktober,"['bros', 'gak', 'ragu', 'deh', 'kualitas', 'rangka', 'esaf', 'uji', 'aman', 'kualitas', 'tambah', 'batas', 'kilometer', 'jarak', 'tempuh', 'bros', 'beli', 'motor', 'honda', 'oktober']",5,positive
Sun Oct 29 02:42:13 +0000 2023,Cerita Riding dari Aceh Hingga Malang Pakai Scoopy eSAF Bikin Ketar-ketir?: Mirza Ramadan anggota komunitas Scoopy Langsa Aceh berbagi cerita pengalaman touring dari Aceh untuk hadiri helatan Honda Bikers Day 2023 menggunakan Honda Scoopy eSAF. https://t.co/Yr5Uwyb5Ji https://t.co/PK4Vu4oxBv,otosia,cerita riding dari aceh hingga malang pakai scoopy esaf bikin ketar-ketir?: mirza ramadan anggota komunitas scoopy langsa aceh berbagi cerita pengalaman touring dari aceh untuk hadiri helatan honda bikers day 2023 menggunakan honda scoopy esaf. https://t.co/yr5uwyb5ji https://t.co/pk4vu4oxbv,cerita riding dari aceh hingga malang pakai scoopy esaf bikin ketar ketir  mirza ramadan anggota komunitas scoopy langsa aceh berbagi cerita pengalaman touring dari aceh untuk hadiri helatan honda bikers day  menggunakan honda scoopy esaf,"['cerita', 'riding', 'dari', 'aceh', 'hingga', 'malang', 'pakai', 'scoopy', 'esaf', 'bikin', 'ketar', 'ketir', 'mirza', 'ramadan', 'anggota', 'komunitas', 'scoopy', 'langsa', 'aceh', 'berbagi', 'cerita', 'pengalaman', 'touring', 'dari', 'aceh', 'untuk', 'hadiri', 'helatan', 'honda', 'bikers', 'day', 'menggunakan', 'honda', 'scoopy', 'esaf']","['cerita', 'riding', 'dari', 'aceh', 'hingga', 'malang', 'pakai', 'scoopy', 'esaf', 'bikin', 'ketar', 'ketir', 'mirza', 'ramadan', 'anggota', 'komunitas', 'scoopy', 'langsa', 'aceh', 'berbagi', 'cerita', 'pengalaman', 'touring', 'dari', 'aceh', 'untuk', 'hadiri', 'helatan', 'honda', 'bikers', 'day', 'menggunakan', 'honda', 'scoopy', 'esaf']","['cerita', 'riding', 'aceh', 'malang', 'pakai', 'scoopy', 'esaf', 'bikin', 'ketar', 'ketir', 'mirza', 'ramadan', 'anggota', 'komunitas', 'scoopy', 'langsa', 'aceh', 'berbagi', 'cerita', 'pengalaman', 'touring', 'aceh', 'hadiri', 'helatan', 'honda', 'bikers', 'day', 'honda', 'scoopy', 'esaf']",cerita riding aceh malang pakai scoopy esaf bikin ketar ketir mirza ramadan anggota komunitas scoopy langsa aceh berbagi cerita pengalaman touring aceh hadiri helatan honda bikers day honda scoopy esaf,cerita riding aceh malang pakai scoopy esaf bikin ketar tir mirza ramadan anggota komunitas scoopy langsa aceh bagi cerita alam touring aceh hadir helat honda bikers day honda scoopy esaf,"['cerita', 'riding', 'aceh', 'malang', 'pakai', 'scoopy', 'esaf', 'bikin', 'ketar', 'tir', 'mirza', 'ramadan', 'anggota', 'komunitas', 'scoopy', 'langsa', 'aceh', 'bagi', 'cerita', 'alam', 'touring', 'aceh', 'hadir', 'helat', 'honda', 'bikers', 'day', 'honda', 'scoopy', 'esaf']",-18,negative
Tue Feb 06 07:04:15 +0000 2024,Honda Stylo 160 Pakai Rangka eSAF Tenang Ada Garansi 5 Tahun https://t.co/N8BJrkz3I7 https://t.co/mNTfEdsqZc,soloposdotcom,honda stylo 160 pakai rangka esaf tenang ada garansi 5 tahun https://t.co/n8bjrkz3i7 https://t.co/mntfedsqzc,honda stylo  pakai rangka esaf tenang ada garansi  tahun,"['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'tenang', 'ada', 'garansi', 'tahun']","['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'tenang', 'ada', 'garansi', 'tahun']","['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'tenang', 'garansi']",honda stylo pakai rangka esaf tenang garansi,honda stylo pakai rangka esaf tenang garansi,"['honda', 'stylo', 'pakai', 'rangka', 'esaf', 'tenang', 'garansi']",4,positive
Fri Feb 02 11:34:07 +0000 2024,Ini yang Bikin AHM Pede Pakai Rangka eSAF di Honda Stylo 160 https://t.co/Z4VMNcjLyO #Ramadan https://t.co/QP8WowtVt9,VIVAcoid,ini yang bikin ahm pede pakai rangka esaf di honda stylo 160 https://t.co/z4vmncjlyo #ramadan https://t.co/qp8wowtvt9,ini yang bikin ahm pede pakai rangka esaf di honda stylo,"['ini', 'yang', 'bikin', 'ahm', 'pede', 'pakai', 'rangka', 'esaf', 'di', 'honda', 'stylo']","['ini', 'yang', 'bikin', 'ahm', 'percaya diri', 'pakai', 'rangka', 'esaf', 'di', 'honda', 'stylo']","['bikin', 'ahm', 'percaya diri', 'pakai', 'rangka', 'esaf', 'honda', 'stylo']",bikin ahm percaya diri pakai rangka esaf honda stylo,bikin ahm percaya diri pakai rangka esaf honda stylo,"['bikin', 'ahm', 'percaya', 'diri', 'pakai', 'rangka', 'esaf', 'honda', 'stylo']",1,positive
Sun Sep 17 04:28:35 +0000 2023,Ahli Ungkap Kelebihan Rangka eSAF Motor Honda #beritajogja #jogja #jogjaistimewa https://t.co/HHlAVC5JT6 https://t.co/FeMI2LLswE,Harian_Jogja,ahli ungkap kelebihan rangka esaf motor honda #beritajogja #jogja #jogjaistimewa https://t.co/hhlavc5jt6 https://t.co/femi2llswe,ahli ungkap kelebihan rangka esaf motor honda,"['ahli', 'ungkap', 'kelebihan', 'rangka', 'esaf', 'motor', 'honda']","['ahli', 'ungkap', 'kelebihan', 'rangka', 'esaf', 'motor', 'honda']","['ahli', 'kelebihan', 'rangka', 'esaf', 'motor', 'honda']",ahli kelebihan rangka esaf motor honda,ahli lebih rangka esaf motor honda,"['ahli', 'lebih', 'rangka', 'esaf', 'motor', 'honda']",1,positive
Sat Aug 26 02:31:17 +0000 2023,BRIN Soal Karat atau Silikat di Rangka eSAF Honda: Perlu Tes Lab https://t.co/8zSQ3NhGLK,CNNIndonesia,brin soal karat atau silikat di rangka esaf honda: perlu tes lab https://t.co/8zsq3nhglk,brin soal karat atau silikat di rangka esaf honda  perlu tes lab,"['brin', 'soal', 'karat', 'atau', 'silikat', 'di', 'rangka', 'esaf', 'honda', 'perlu', 'tes', 'lab']","['brin', 'soal', 'karat', 'atau', 'silikat', 'di', 'rangka', 'esaf', 'honda', 'perlu', 'tes', 'lab']","['brin', 'karat', 'silikat', 'rangka', 'esaf', 'honda', 'tes', 'lab']",brin karat silikat rangka esaf honda tes lab,brin karat silikat rangka esaf honda tes lab,"['brin', 'karat', 'silikat', 'rangka', 'esaf', 'honda', 'tes', 'lab']",0,negative
Wed Sep 06 10:31:56 +0000 2023,Berapa Biaya Cek Rangka eSAF di Dealer Honda? https://t.co/YeJhJoJL2e,CNNIndonesia,berapa biaya cek rangka esaf di dealer honda? https://t.co/yejhjojl2e,berapa biaya cek rangka esaf di dealer honda,"['berapa', 'biaya', 'cek', 'rangka', 'esaf', 'di', 'dealer', 'honda']","['berapa', 'biaya', 'cek', 'rangka', 'esaf', 'di', 'dealer', 'honda']","['biaya', 'cek', 'rangka', 'esaf', 'dealer', 'honda']",biaya cek rangka esaf dealer honda,biaya cek rangka esaf dealer honda,"['biaya', 'cek', 'rangka', 'esaf', 'dealer', 'honda']",-4,negative
Sat Mar 16 04:42:52 +0000 2024,-rek tolong saranin motor yg awet bensin dong. Mau beli honda tp kok kmarin viral masalah rangka esaf yg gampang karat,sbyfess,-rek tolong saranin motor yg awet bensin dong. mau beli honda tp kok kmarin viral masalah rangka esaf yg gampang karat,rek tolong saranin motor yg awet bensin dong  mau beli honda tp kok kmarin viral masalah rangka esaf yg gampang karat,"['rek', 'tolong', 'saranin', 'motor', 'yg', 'awet', 'bensin', 'dong', 'mau', 'beli', 'honda', 'tp', 'kok', 'kmarin', 'viral', 'masalah', 'rangka', 'esaf', 'yg', 'gampang', 'karat']","['rek', 'tolong', 'saranin', 'motor', 'yang', 'awet', 'bensin', 'dong', 'mau', 'beli', 'honda', 'tapi', 'kok', 'kmarin', 'viral', 'masalah', 'rangka', 'esaf', 'yang', 'gampang', 'karat']","['rek', 'saranin', 'motor', 'awet', 'bensin', 'beli', 'honda', 'kmarin', 'viral', 'rangka', 'esaf', 'gampang', 'karat']",rek saranin motor awet bensin beli honda kmarin viral rangka esaf gampang karat,rek saranin motor awet bensin beli honda kmarin viral rangka esaf gampang karat,"['rek', 'saranin', 'motor', 'awet', 'bensin', 'beli', 'honda', 'kmarin', 'viral', 'rangka', 'esaf', 'gampang', 'karat']",4,positive
Thu Aug 31 13:01:54 +0000 2023,AHM Buka Layanan Cek Rangka eSAF Skutik Honda https://t.co/QlcCyM6tq6,CNNIndonesia,ahm buka layanan cek rangka esaf skutik honda https://t.co/qlccym6tq6,ahm buka layanan cek rangka esaf skutik honda,"['ahm', 'buka', 'layanan', 'cek', 'rangka', 'esaf', 'skutik', 'honda']","['ahm', 'buka', 'layanan', 'cek', 'rangka', 'esaf', 'skutik', 'honda']","['ahm', 'buka', 'layanan', 'cek', 'rangka', 'esaf', 'skutik', 'honda']",ahm buka layanan cek rangka esaf skutik honda,ahm buka layan cek rangka esaf skutik honda,"['ahm', 'buka', 'layan', 'cek', 'rangka', 'esaf', 'skutik', 'honda']",-4,negative
Fri Sep 15 05:51:34 +0000 2023,Hasil Investigasi eSAF Honda: Sesuai Standar Rangka Cukup Kuat https://t.co/yOtAMRtmP0,BloombergTZ,hasil investigasi esaf honda: sesuai standar rangka cukup kuat https://t.co/yotamrtmp0,hasil investigasi esaf honda  sesuai standar rangka cukup kuat,"['hasil', 'investigasi', 'esaf', 'honda', 'sesuai', 'standar', 'rangka', 'cukup', 'kuat']","['hasil', 'investigasi', 'esaf', 'honda', 'sesuai', 'standar', 'rangka', 'cukup', 'kuat']","['hasil', 'investigasi', 'esaf', 'honda', 'standar', 'rangka', 'kuat']",hasil investigasi esaf honda standar rangka kuat,hasil investigasi esaf honda standar rangka kuat,"['hasil', 'investigasi', 'esaf', 'honda', 'standar', 'rangka', 'kuat']",0,negative
Sun Feb 04 06:45:46 +0000 2024,Honda Stylo 160: Motor Matik Baru dari Honda tapi Sudah Disinisin karena Pakai Rangka eSAF #TerminalMojok https://t.co/a98MByuYbQ,mojokdotco,honda stylo 160: motor matik baru dari honda tapi sudah disinisin karena pakai rangka esaf #terminalmojok https://t.co/a98mbyuybq,honda stylo   motor matik baru dari honda tapi sudah disinisin karena pakai rangka esaf,"['honda', 'stylo', 'motor', 'matik', 'baru', 'dari', 'honda', 'tapi', 'sudah', 'disinisin', 'karena', 'pakai', 'rangka', 'esaf']","['honda', 'stylo', 'motor', 'matik', 'baru', 'dari', 'honda', 'tapi', 'sudah', 'disinisin', 'karena', 'pakai', 'rangka', 'esaf']","['honda', 'stylo', 'motor', 'matik', 'honda', 'disinisin', 'pakai', 'rangka', 'esaf']",honda stylo motor matik honda disinisin pakai rangka esaf,honda stylo motor matik honda disinisin pakai rangka esaf,"['honda', 'stylo', 'motor', 'matik', 'honda', 'disinisin', 'pakai', 'rangka', 'esaf']",0,negative
